b15c2426-e7d7-4e80-a431-c430ecb6baf9,Do tropical storms only form where there are easterly waves?,18563b1e-a467-44b3-aed7-3607a1acd712,001,c86c8c8d-dca6-41cd-a010-a83e40d93e75,CLIMATE 102,Extreme Weather,dcf57c8c-349f-4ae2-81fc-61f8a1b0ae91,Student,0000171d-23ce-4921-842a-8024d3b7cf3b,Yes - basically because that is how the tropics are defined - in those latitudes where you expect easterlies based on the hadley cell model.,2019-03-22 14:37:30,b8cf02eb-77a4-4655-983b-44734f4d74c0,Faculty
1d4203c8-35d9-456d-8f12-3e16b572ab68,Why was slide 38 unhidden and then hidden?,18563b1e-a467-44b3-aed7-3607a1acd712,001,c86c8c8d-dca6-41cd-a010-a83e40d93e75,CLIMATE 102,Extreme Weather,3559e63c-9438-4106-b863-5b4044a63972,Student,0041aad7-c0ea-4792-bad5-44ac43ce9bcb,The professor was going to ask the question but then decided not to.,2019-03-25 14:42:26,b8cf02eb-77a4-4655-983b-44734f4d74c0,Faculty
1ae39f14-3c6e-43fe-a3e9-566bb3d7a7df,can you update the participation grades,a1229243-96ae-4a14-802b-6a6f99d579df,001,c86c8c8d-dca6-41cd-a010-a83e40d93e75,CLIMATE 102,Extreme Weather,dd316280-56da-4f82-94ad-3df1b48e5068,Student,0068b6db-d7ee-49cb-a179-d5e2ee23ade8,We have let Professor Samson know students have been asking. They will be updated soon. He is a busy man haha.,2018-11-28 15:24:38,a514d910-d884-4adb-97f6-894ab9bf1c02,Faculty
fb03e3e1-7ce1-4ac1-9ade-f554a46023f8,Why are typhoons only common in Southeast Asia/India?,a1229243-96ae-4a14-802b-6a6f99d579df,001,c86c8c8d-dca6-41cd-a010-a83e40d93e75,CLIMATE 102,Extreme Weather,be59da78-cd9a-4cd7-9050-d52fac48b598,Student,0095b5c1-568b-4309-bbc7-36b231378e0e,That is just what they call hurricanes there. So they are common there for the same reasons they are coming around the other areas shown in the picture (i.e. warm waters).,2018-09-12 14:25:41,a514d910-d884-4adb-97f6-894ab9bf1c02,Faculty
3408f702-a06f-42d0-a340-496afc3ed8bd,"I may be remembering wrong, but i thought that warm air creates a higher volume and flows outwards, causing a decrease in mass/pressure.
Not trying to challenge anything, just confused.",18563b1e-a467-44b3-aed7-3607a1acd712,001,c86c8c8d-dca6-41cd-a010-a83e40d93e75,CLIMATE 102,Extreme Weather,98adbdfb-710c-4c4d-a8f4-a03201e87c7b,Student,009efe14-90d5-4802-acfb-caf87bab5ad7,In the upper atmosphere*,2019-02-15 15:50:29,98adbdfb-710c-4c4d-a8f4-a03201e87c7b,Student
a62b72e6-bd15-4cd8-9167-2e0a03e09907,what does b stand for,a1229243-96ae-4a14-802b-6a6f99d579df,001,c86c8c8d-dca6-41cd-a010-a83e40d93e75,CLIMATE 102,Extreme Weather,c961a670-e75a-49ea-b316-495610b1ee4c,Student,00bfcbd2-ea87-47f9-9483-c9c6d2a6ec92,It is a constant value. 2.898x10^3 micrometers-Kelvin is a commonly used value,2018-09-21 14:41:08,a514d910-d884-4adb-97f6-894ab9bf1c02,Faculty
4c511620-ea5e-428d-9d9f-ae3ca7f8d997,"i'm confused, will someone help explain how to find the cloud base height?",18563b1e-a467-44b3-aed7-3607a1acd712,001,c86c8c8d-dca6-41cd-a010-a83e40d93e75,CLIMATE 102,Extreme Weather,823bbf51-fd05-4acc-9c7d-d242767b4d0b,Student,01103bb3-36ee-4925-8f2d-66298ca015ba,"You are searching for the point where the temperature (decreasing at 10 degrees/km) becomes equal to the dew point (decreasing at 2 degrees/km). Essentially solve the following equation for z: T_{0} - 10*z = Td_{0} - 2*z, where T_{0} is the temperature at ground level, t=Td_{0} is the dew point temperature, and z is the height.",2019-03-11 14:25:17,b8cf02eb-77a4-4655-983b-44734f4d74c0,Faculty
8f4c48ea-a8f0-408c-88bc-cecd7d8b5a8d,Do you still get participation points if you take the course after class time? It says it requires Adobe Flash Player 9.0 for the live stream and I am not able to download it.,a1229243-96ae-4a14-802b-6a6f99d579df,001,c86c8c8d-dca6-41cd-a010-a83e40d93e75,CLIMATE 102,Extreme Weather,ac55ed9c-ef35-4018-8eb3-5cafa70c483f,Student,012a0920-976e-40f0-bb08-8ea1c91a0a08,Let me know if this link is not helpful!,2018-09-19 14:20:30,1d854718-14d2-4e81-b8e0-b5774aae35e0,Faculty
ce155110-8a81-4be6-aaaa-4a0431338ad3,If you take the final does that score replace your grade?,a1229243-96ae-4a14-802b-6a6f99d579df,001,c86c8c8d-dca6-41cd-a010-a83e40d93e75,CLIMATE 102,Extreme Weather,dfbe5d7b-dd73-4995-be1f-49daf25e6d6a,Student,014682bd-a316-4b21-9e57-49437d51071d,"See the syllabus for details on this but yes, if you do well on the final it will replace midterm grades.",2018-11-16 15:06:24,1d854718-14d2-4e81-b8e0-b5774aae35e0,Faculty
900318da-1ff1-4180-8a32-8f293db4832d,"Are we allowed to bring headphones to the exam, to watch the lectures that are paired with the slides?",a1229243-96ae-4a14-802b-6a6f99d579df,001,c86c8c8d-dca6-41cd-a010-a83e40d93e75,CLIMATE 102,Extreme Weather,5247248f-da58-4d06-b5b0-bcfdd2913bd4,Student,01935126-efea-49b6-88fa-e175cc889088,I will respond here with what he says!,2018-10-03 14:29:41,1d854718-14d2-4e81-b8e0-b5774aae35e0,Faculty
